luna_sin,luna_cos,ora_sin,ora_cos,temperatura,grad_seninatate,viteza_vant,presiune
0.5,-0.866,-0.5,-0.866,0.8611,0.54,0.339,0.7692
0.5,-0.866,0.0,-1.0,0.7222,0.53,0.339,0.2564
1.0,0.0,0.0,1.0,0.25,0.24,0.3559,0.1795
0.5,-0.866,-0.5,-0.866,0.8889,0.99,0.4915,0.0513
1.0,0.0,0.0,1.0,0.2778,0.42,0.5085,0.359
0.866,-0.5,-0.7071,0.7071,0.3889,0.23,0.1864,0.4359
1.0,0.0,-0.5,-0.866,0.7222,0.6,0.339,0.5641
0.866,-0.5,0.7071,-0.7071,0.6389,0.46,0.4407,0.2821
0.5,-0.866,-0.7071,0.7071,0.3611,0.65,0.5593,0.4615
0.5,-0.866,0.0,-1.0,0.75,0.18,0.1186,0.0769
0.866,-0.5,-0.9659,-0.2588,0.8056,0.97,0.4576,0.4872
1.0,0.0,-0.7071,0.7071,0.3889,0.42,0.3051,0.5128
0.5,-0.866,0.866,0.5,0.25,0.56,0.4746,1.0
0.866,-0.5,-0.9659,0.2588,0.5833,0.21,0.7119,0.4872
0.5,-0.866,0.2588,0.9659,0.2222,0.85,0.0508,0.641
0.866,-0.5,-0.9659,-0.2588,0.6111,0.09,0.3559,0.0769
0.5,-0.866,-1.0,-0.0,0.7778,0.71,0.1186,0.2821
0.5,-0.866,-0.7071,0.7071,0.3333,0.35,0.5424,0.641
1.0,0.0,0.9659,-0.2588,0.5278,0.99,0.5254,0.9231
1.0,0.0,0.2588,0.9659,0.2778,0.6,0.1186,0.359
1.0,0.0,0.0,1.0,0.2778,0.56,0.5763,0.1795
0.5,-0.866,0.866,-0.5,0.5556,0.75,0.5593,0.1795
0.866,-0.5,-1.0,-0.0,0.6111,0.31,0.1525,0.4615
0.5,-0.866,1.0,0.0,0.2222,0.11,0.5593,0.6154
1.0,0.0,0.7071,0.7071,0.2222,0.47,0.8644,0.5385
0.866,-0.5,0.0,1.0,0.3333,0.9,0.1864,0.9744
0.866,-0.5,-0.9659,0.2588,0.6389,0.91,0.3729,0.4615
1.0,0.0,0.866,0.5,0.1944,0.94,0.2203,0.1538
1.0,0.0,0.7071,0.7071,0.1944,0.12,0.1186,0.6923
0.5,-0.866,-0.866,-0.5,0.6944,0.21,0.9322,0.3846
0.5,-0.866,0.5,-0.866,0.6111,0.11,0.661,0.4103
1.0,0.0,0.9659,0.2588,0.2222,0.39,0.1356,0.0769
1.0,0.0,0.9659,0.2588,0.1667,0.53,0.7797,0.4872
1.0,0.0,-0.5,-0.866,0.8056,0.57,0.0678,0.7692
0.5,-0.866,-0.9659,0.2588,0.5,0.23,0.2034,0.1538
1.0,0.0,-0.2588,0.9659,0.3889,0.59,0.5254,0.9231
0.866,-0.5,-0.7071,-0.7071,0.6667,0.5,0.6102,1.0
0.5,-0.866,0.2588,-0.9659,0.6111,0.22,0.7797,0.5128
1.0,0.0,-0.5,0.866,0.25,0.32,1.0,0.0513
0.5,-0.866,-0.9659,0.2588,0.6944,0.72,0.5763,0.0
0.866,-0.5,-0.7071,-0.7071,0.6944,0.19,0.1186,0.4359
0.866,-0.5,0.7071,0.7071,0.25,0.36,0.5763,0.2564
1.0,0.0,-0.7071,-0.7071,0.7778,0.47,0.9831,0.0
0.866,-0.5,-0.2588,0.9659,0.2222,0.41,0.1186,0.6667
0.866,-0.5,0.5,-0.866,0.5833,0.48,0.0508,0.5897
1.0,0.0,0.0,-1.0,0.8611,0.96,0.4407,0.8974
1.0,0.0,-0.2588,0.9659,0.3056,0.91,0.4237,0.9744
0.866,-0.5,-0.866,-0.5,0.6944,0.55,0.5593,0.0769
0.5,-0.866,0.866,-0.5,0.5833,0.1,0.1017,0.7692
0.5,-0.866,0.9659,-0.2588,0.4444,0.87,0.5763,1.0
0.866,-0.5,-0.7071,-0.7071,0.8333,0.52,0.5254,0.1282
1.0,0.0,-1.0,-0.0,0.6667,0.84,0.7627,0.3077
1.0,0.0,0.5,0.866,0.2222,0.41,0.6271,0.2821
1.0,0.0,-0.2588,-0.9659,0.7222,0.06,0.7797,0.1795
0.5,-0.866,0.5,-0.866,0.7222,0.59,0.4068,0.8205
0.866,-0.5,-1.0,-0.0,0.6944,0.49,0.0847,0.0256
1.0,0.0,-0.9659,0.2588,0.5,0.34,0.322,0.1282
1.0,0.0,-0.5,0.866,0.2778,0.46,0.4407,0.5897
0.866,-0.5,0.2588,-0.9659,0.5833,0.14,0.7797,0.9744
1.0,0.0,0.2588,0.9659,0.1944,0.49,0.3729,0.7179
0.5,-0.866,-0.2588,-0.9659,0.7778,0.57,0.3898,0.8974
1.0,0.0,-0.9659,-0.2588,0.8056,0.92,0.0847,0.1026
0.866,-0.5,-0.866,0.5,0.4722,0.42,0.1864,0.5897
0.5,-0.866,0.866,-0.5,0.4444,0.19,0.661,0.3077
1.0,0.0,-0.5,-0.866,0.8056,0.58,0.1186,0.5385
0.866,-0.5,-0.5,0.866,0.3056,0.71,0.1695,0.1538
1.0,0.0,-0.7071,-0.7071,0.7778,0.42,0.3729,0.5128
0.866,-0.5,-0.7071,-0.7071,0.9167,0.9,0.7966,0.9231
1.0,0.0,-0.9659,-0.2588,0.6667,0.35,0.9831,0.1026
0.866,-0.5,-0.866,-0.5,0.75,0.86,0.4576,0.0513
1.0,0.0,0.0,1.0,0.2222,0.78,0.6949,0.1795
0.5,-0.866,0.7071,0.7071,0.2222,0.83,0.9831,0.6923
0.5,-0.866,0.9659,-0.2588,0.4444,0.41,0.7627,0.5128
1.0,0.0,0.2588,0.9659,0.2222,0.54,0.9153,0.0256
0.866,-0.5,0.2588,-0.9659,0.75,0.58,0.4407,0.8974
0.866,-0.5,0.0,1.0,0.2222,0.61,0.7797,0.641
0.5,-0.866,-0.9659,-0.2588,0.6667,0.21,0.3559,0.9487
1.0,0.0,-0.866,0.5,0.5,0.5,0.3729,0.8462
0.5,-0.866,0.9659,0.2588,0.2222,0.35,0.661,0.359
1.0,0.0,-0.866,0.5,0.4444,0.63,0.339,0.0769
1.0,0.0,-0.7071,-0.7071,0.8056,0.65,0.0678,0.0769
0.5,-0.866,-0.866,0.5,0.4722,0.21,0.6102,0.2564
1.0,0.0,-0.7071,-0.7071,0.75,0.32,0.5763,0.6923
0.5,-0.866,-0.2588,-0.9659,0.8056,0.56,0.7627,0.9231
0.5,-0.866,0.9659,-0.2588,0.3611,0.77,0.9492,0.8718
1.0,0.0,0.0,1.0,0.25,0.21,0.2542,0.6154
1.0,0.0,0.5,-0.866,0.8333,0.7,0.1186,0.2051
1.0,0.0,0.2588,-0.9659,0.75,0.44,0.4915,0.5128
0.866,-0.5,-0.866,-0.5,0.7222,0.32,0.8814,0.4359
0.866,-0.5,-0.2588,-0.9659,0.8333,0.48,0.6102,0.9487
1.0,0.0,0.5,0.866,0.1667,0.95,0.2034,0.359
1.0,0.0,0.5,0.866,0.1667,0.45,0.3559,0.1282
1.0,0.0,0.0,1.0,0.25,0.61,0.0169,0.5897
1.0,0.0,-0.2588,0.9659,0.25,0.32,0.6949,0.1795
1.0,0.0,-0.9659,0.2588,0.8056,0.6,0.0339,0.1026
1.0,0.0,0.866,-0.5,0.5556,0.96,0.7288,0.5897
0.5,-0.866,1.0,0.0,0.2222,0.41,0.5593,0.3077
1.0,0.0,0.2588,0.9659,0.0833,0.4,0.2712,0.9231
0.5,-0.866,0.2588,0.9659,0.1389,0.44,0.7797,0.2051
0.5,-0.866,-0.7071,0.7071,0.4444,0.15,0.0,0.8974
0.5,-0.866,1.0,0.0,0.3333,0.31,0.1186,0.2308
1.0,0.0,0.7071,0.7071,0.1667,0.75,0.8475,0.2564
0.5,-0.866,0.2588,0.9659,0.1389,0.86,0.8814,0.0256
0.866,-0.5,-0.7071,0.7071,0.3889,0.23,0.8475,0.0
0.866,-0.5,-0.9659,-0.2588,0.7778,0.58,0.0847,0.2051
0.866,-0.5,-0.7071,0.7071,0.4444,0.74,0.1695,0.5385
0.866,-0.5,0.7071,0.7071,0.2222,0.47,0.0678,0.8718
0.866,-0.5,0.866,0.5,0.2222,0.89,0.0847,0.0256
0.866,-0.5,-0.866,0.5,0.5,0.85,0.9831,0.8718
0.866,-0.5,0.5,0.866,0.1667,0.12,0.5424,0.9487
1.0,0.0,0.5,0.866,0.1111,0.66,0.9661,0.6923
0.5,-0.866,-1.0,-0.0,0.5278,0.3,0.8475,0.5128
1.0,0.0,0.866,0.5,0.2778,0.73,0.4746,0.1282
0.866,-0.5,0.2588,0.9659,0.1389,0.7,0.4576,0.6667
0.866,-0.5,-0.866,0.5,0.4167,0.27,0.661,0.8718
0.866,-0.5,0.0,1.0,0.2778,0.2,0.5085,0.2051
0.5,-0.866,0.2588,-0.9659,0.7778,0.45,0.3729,0.1795
0.5,-0.866,0.0,-1.0,0.6944,0.7,0.9661,0.1026
0.5,-0.866,0.7071,-0.7071,0.5833,0.89,0.5254,0.8462
1.0,0.0,0.9659,-0.2588,0.4167,0.06,0.3898,0.8462
0.5,-0.866,0.7071,0.7071,0.2222,0.67,0.9661,0.7179
1.0,0.0,0.2588,0.9659,0.2222,0.27,0.8644,0.9487
1.0,0.0,0.0,-1.0,0.7778,0.62,0.2881,0.5128
0.866,-0.5,0.866,-0.5,0.6111,0.54,0.2881,0.4872
1.0,0.0,-0.2588,0.9659,0.3056,0.04,0.7627,0.5128
0.5,-0.866,0.7071,0.7071,0.1111,0.72,0.661,0.6154
0.5,-0.866,0.866,-0.5,0.5278,0.25,0.0847,0.5385
0.5,-0.866,-0.9659,-0.2588,0.75,0.64,0.1525,0.4872
1.0,0.0,-0.2588,0.9659,0.25,0.12,0.2542,0.0256
0.866,-0.5,-0.2588,0.9659,0.1389,0.31,0.2373,0.2821
0.866,-0.5,0.9659,-0.2588,0.4444,0.02,0.0678,0.3846
0.866,-0.5,-0.866,0.5,0.4167,0.51,0.6271,0.6923
1.0,0.0,0.866,-0.5,0.5,0.6,0.8644,0.9487
1.0,0.0,-0.866,0.5,0.4722,0.02,0.0508,0.3077
0.5,-0.866,-0.7071,-0.7071,0.8056,0.97,0.3729,0.0769
0.866,-0.5,0.0,-1.0,0.8333,0.84,0.0678,0.2564
1.0,0.0,-0.9659,0.2588,0.6944,0.82,0.8136,0.6923
0.866,-0.5,0.5,-0.866,0.6111,0.26,0.8136,0.4872
0.866,-0.5,-0.5,0.866,0.3056,0.72,0.7458,0.1795
0.866,-0.5,0.2588,0.9659,0.25,0.53,0.2712,0.7692
0.5,-0.866,1.0,0.0,0.1944,0.53,0.9153,0.0769
1.0,0.0,0.0,1.0,0.1389,0.8,0.9492,0.359
0.866,-0.5,-0.9659,-0.2588,0.75,0.87,0.5932,0.4615
1.0,0.0,1.0,0.0,0.4167,0.57,0.0678,0.4359
0.866,-0.5,-0.7071,-0.7071,0.7222,0.12,0.9492,0.7436
0.5,-0.866,0.7071,0.7071,0.2778,0.88,0.1356,0.7179
1.0,0.0,0.866,-0.5,0.5278,0.15,0.5593,0.7436
1.0,0.0,0.0,1.0,0.2222,0.11,0.2373,0.7949
1.0,0.0,-1.0,-0.0,0.6111,0.72,0.5254,0.4872
1.0,0.0,-0.9659,0.2588,0.6111,0.83,0.4576,0.7436
1.0,0.0,-0.7071,-0.7071,0.7778,0.01,0.0339,0.2821
0.5,-0.866,0.9659,-0.2588,0.5556,0.82,0.4576,0.359
1.0,0.0,0.866,-0.5,0.6667,0.8,0.2881,0.5385
1.0,0.0,1.0,0.0,0.1944,0.36,0.9492,0.2821
0.5,-0.866,-0.7071,0.7071,0.3889,0.15,0.6271,0.7179
0.5,-0.866,-0.5,-0.866,0.75,0.38,0.6949,0.8718
0.866,-0.5,-1.0,-0.0,0.6667,0.28,0.2881,0.4103
1.0,0.0,0.2588,0.9659,0.25,0.1,0.0339,0.3077
0.866,-0.5,-0.2588,-0.9659,0.75,0.16,0.4237,0.0256
0.866,-0.5,1.0,0.0,0.25,0.71,0.9492,1.0
0.5,-0.866,-0.9659,0.2588,0.5833,0.94,0.339,0.2308
0.5,-0.866,1.0,0.0,0.2222,0.81,0.7627,0.0256
0.5,-0.866,-0.866,0.5,0.4444,0.02,0.8305,0.0769
1.0,0.0,-0.9659,-0.2588,0.75,0.67,0.0847,0.4359
0.866,-0.5,-0.866,-0.5,0.6667,0.01,0.6271,0.8462
1.0,0.0,0.5,-0.866,0.6389,0.46,0.7966,0.2051
0.866,-0.5,-0.9659,-0.2588,0.7222,0.34,0.7797,0.0769
0.5,-0.866,0.5,0.866,0.2222,0.95,0.7288,0.4872
0.866,-0.5,0.7071,-0.7071,0.5556,0.18,0.322,0.6667
0.5,-0.866,1.0,0.0,0.3611,0.42,0.1695,0.0256
0.866,-0.5,-0.7071,0.7071,0.3333,0.79,0.5763,0.4872
0.866,-0.5,0.5,0.866,0.2222,0.96,0.6102,0.3846
0.5,-0.866,-0.7071,0.7071,0.3333,0.8,0.7627,0.2051
0.5,-0.866,-0.866,-0.5,0.8056,0.26,0.7288,0.7436
0.866,-0.5,-0.2588,-0.9659,0.7778,0.93,0.7966,0.2308
1.0,0.0,-0.866,0.5,0.3056,0.05,0.8475,0.4103
0.866,-0.5,0.2588,-0.9659,0.6389,0.16,0.4746,0.641
0.5,-0.866,0.2588,0.9659,0.25,0.29,0.8136,0.1026
0.5,-0.866,-0.7071,0.7071,0.25,0.37,0.9661,0.9231
1.0,0.0,-0.9659,0.2588,0.6389,0.76,0.4237,0.7179
1.0,0.0,0.0,1.0,0.2222,0.34,0.6441,0.1795
0.866,-0.5,-0.2588,0.9659,0.3056,0.8,0.3729,0.8205
0.866,-0.5,0.5,0.866,0.25,0.16,0.8475,0.8205
1.0,0.0,-0.2588,-0.9659,0.8056,0.31,0.678,0.3846
1.0,0.0,0.9659,0.2588,0.2222,0.28,0.8983,0.9487
0.5,-0.866,-0.866,-0.5,0.7778,0.43,0.2034,0.5128
0.866,-0.5,-0.866,-0.5,0.6944,0.25,0.6102,0.4359
0.5,-0.866,0.0,-1.0,0.6944,0.64,0.5763,0.2564
0.5,-0.866,-0.2588,-0.9659,0.9167,0.97,0.4915,0.5897
1.0,0.0,0.2588,0.9659,0.2222,0.75,0.5763,0.5128
1.0,0.0,-0.7071,0.7071,0.3056,0.57,0.7797,0.1026
0.5,-0.866,-0.2588,0.9659,0.25,0.77,0.8136,0.0769
0.866,-0.5,0.2588,0.9659,0.1389,0.09,0.3051,0.2821
0.5,-0.866,0.9659,-0.2588,0.5,0.93,1.0,0.6667
1.0,0.0,-0.5,-0.866,0.8056,0.58,0.678,0.9744
0.5,-0.866,0.0,-1.0,0.7222,0.83,0.4068,0.4615
0.5,-0.866,0.9659,0.2588,0.25,0.22,0.2034,0.6923
0.866,-0.5,0.2588,0.9659,0.1944,0.11,0.9153,0.1538
0.866,-0.5,-0.5,-0.866,0.8611,0.89,0.2712,0.7179
0.5,-0.866,-0.5,0.866,0.3333,0.06,0.3559,0.7949
0.5,-0.866,0.5,0.866,0.1389,0.97,0.4915,0.3077
1.0,0.0,-0.2588,0.9659,0.1944,0.52,0.8475,0.641
1.0,0.0,0.7071,0.7071,0.3056,0.19,0.1186,0.3333
1.0,0.0,-0.5,0.866,0.3611,0.41,0.7966,0.2564
1.0,0.0,0.5,0.866,0.2222,0.5,0.661,0.0513
1.0,0.0,0.2588,0.9659,0.1389,0.97,0.8475,0.8205
0.5,-0.866,-0.9659,-0.2588,0.7778,0.34,0.0339,0.0513
0.866,-0.5,-0.5,-0.866,0.8333,0.54,0.661,0.4103
0.866,-0.5,-0.2588,0.9659,0.2222,0.65,0.9492,0.2051
1.0,0.0,0.5,-0.866,0.75,0.48,0.2373,0.3077
0.5,-0.866,-0.7071,0.7071,0.4167,0.38,0.7119,0.7436
1.0,0.0,0.866,0.5,0.2222,0.26,0.1017,0.9487
0.5,-0.866,0.866,0.5,0.1944,0.09,0.2712,0.2308
1.0,0.0,-0.9659,-0.2588,0.6389,0.48,0.8136,0.2821
1.0,0.0,0.7071,-0.7071,0.6389,0.51,0.1695,0.0256
0.866,-0.5,0.9659,0.2588,0.2222,0.24,0.1525,0.2051
1.0,0.0,-0.9659,-0.2588,0.6944,0.82,0.8814,0.9231
0.5,-0.866,-0.866,0.5,0.5,0.88,0.5593,0.9231
0.5,-0.866,-0.2588,-0.9659,0.7222,0.22,0.9492,0.1282
0.866,-0.5,0.0,-1.0,0.75,0.56,0.3729,0.6923
0.866,-0.5,-0.2588,-0.9659,0.6667,0.12,0.9492,0.1795
0.5,-0.866,0.866,-0.5,0.5833,0.82,0.1017,0.8718
0.866,-0.5,0.866,0.5,0.2778,0.98,0.5593,0.5897
1.0,0.0,-1.0,-0.0,0.6667,0.38,0.7797,0.3846
1.0,0.0,0.2588,-0.9659,0.6667,0.27,0.1525,0.5128
0.5,-0.866,0.0,-1.0,0.8889,0.61,0.6102,0.7436
1.0,0.0,0.7071,0.7071,0.2222,0.05,0.9153,0.4872
0.866,-0.5,0.0,-1.0,0.8056,0.88,0.8814,0.1538
0.866,-0.5,-0.9659,0.2588,0.6389,0.79,0.6102,0.1026
0.5,-0.866,-0.866,-0.5,0.8889,0.83,0.7119,0.2821
1.0,0.0,-0.866,0.5,0.5,0.98,0.4576,0.5128
0.5,-0.866,-0.7071,-0.7071,0.8333,0.81,0.1186,0.4103
1.0,0.0,0.0,1.0,0.2222,0.8,0.0508,0.0769
0.5,-0.866,-0.9659,0.2588,0.4722,0.15,0.9322,0.3333
0.5,-0.866,-0.5,-0.866,0.8611,0.79,0.5932,0.5128
0.5,-0.866,-0.7071,0.7071,0.3889,0.65,0.1356,0.4103
0.5,-0.866,0.0,1.0,0.2222,0.18,0.7627,0.4615
0.866,-0.5,0.9659,-0.2588,0.4722,0.65,0.0169,0.4872
1.0,0.0,-0.2588,0.9659,0.25,0.24,0.3559,0.0769
0.5,-0.866,-0.9659,-0.2588,0.6667,0.59,0.8136,0.641
1.0,0.0,-1.0,-0.0,0.6111,0.18,0.0847,0.2821
0.866,-0.5,-0.5,-0.866,0.8889,0.86,0.5085,0.0769
1.0,0.0,0.2588,-0.9659,0.7778,0.62,0.2542,0.9231
0.5,-0.866,-1.0,-0.0,0.75,0.87,0.2712,0.5641
0.866,-0.5,-0.2588,-0.9659,0.75,0.43,0.4407,0.2051
0.5,-0.866,-0.2588,0.9659,0.2778,0.75,0.1017,0.5897
0.866,-0.5,-1.0,-0.0,0.6111,0.72,0.4237,0.5641
1.0,0.0,0.866,0.5,0.1944,0.78,0.4576,0.5897
0.866,-0.5,-0.866,-0.5,0.6389,0.16,0.4068,0.7436
1.0,0.0,-0.7071,0.7071,0.4167,0.88,0.6102,0.8205
0.866,-0.5,0.5,0.866,0.2778,0.39,0.2712,0.7436
0.866,-0.5,-0.9659,0.2588,0.5,0.0,0.0847,0.5385
1.0,0.0,-0.7071,-0.7071,0.8333,0.59,0.6102,0.3846
1.0,0.0,0.0,-1.0,0.6944,0.2,0.9661,0.1282
0.866,-0.5,0.5,-0.866,0.6111,0.16,0.5932,0.1282
0.866,-0.5,0.5,0.866,0.2222,0.91,0.3729,0.4615
1.0,0.0,0.7071,-0.7071,0.5833,0.18,0.5424,0.5641
0.866,-0.5,-0.866,0.5,0.3611,0.43,0.7119,0.8974
0.866,-0.5,-1.0,-0.0,0.6944,0.98,0.2881,0.359
1.0,0.0,-0.2588,-0.9659,0.75,0.85,0.3898,0.0769
1.0,0.0,0.7071,-0.7071,0.5278,0.75,0.9492,0.2051
1.0,0.0,0.866,-0.5,0.5556,0.95,0.3559,0.3333
0.866,-0.5,-0.9659,-0.2588,0.7778,0.97,0.0169,0.7949
0.866,-0.5,0.866,0.5,0.1111,0.31,0.7458,0.0
1.0,0.0,-0.7071,-0.7071,0.7778,0.46,0.3898,0.5385
0.5,-0.866,-0.866,-0.5,0.5556,0.01,0.5932,0.7179
1.0,0.0,1.0,0.0,0.2222,0.56,0.4915,0.3333
1.0,0.0,-0.7071,0.7071,0.4444,0.43,0.6441,0.4359
0.5,-0.866,0.2588,0.9659,0.1944,0.75,0.1356,0.8205
0.5,-0.866,-0.866,0.5,0.5,0.9,0.3559,0.8974
0.866,-0.5,0.866,-0.5,0.3889,0.57,0.0508,0.8462
0.5,-0.866,0.7071,-0.7071,0.5278,0.22,0.4237,0.359
0.866,-0.5,0.9659,0.2588,0.25,0.93,1.0,0.7949
0.866,-0.5,0.0,-1.0,0.75,0.88,0.8475,0.5128
0.5,-0.866,-1.0,-0.0,0.6389,0.64,0.7458,0.6154
0.5,-0.866,0.866,-0.5,0.4722,0.2,0.2203,0.7949
0.866,-0.5,0.0,-1.0,0.8333,0.55,0.0,0.0769
0.5,-0.866,-0.2588,0.9659,0.2222,0.97,0.2373,0.8974
1.0,0.0,-0.5,0.866,0.4444,0.89,0.1525,0.5128
0.866,-0.5,0.866,-0.5,0.4167,0.14,0.0678,0.6154
0.5,-0.866,0.866,0.5,0.1944,0.33,0.2034,0.2564
0.5,-0.866,-0.7071,-0.7071,0.8056,0.69,0.2203,0.9487
1.0,0.0,-0.5,0.866,0.1667,0.51,0.9831,0.5128
0.5,-0.866,-0.7071,-0.7071,0.8611,0.45,0.8983,0.2821
1.0,0.0,0.866,0.5,0.1944,0.93,0.322,0.9744
0.866,-0.5,-0.7071,0.7071,0.4444,0.88,0.4237,0.3333
1.0,0.0,0.7071,-0.7071,0.5,0.21,0.339,0.9487
0.5,-0.866,-0.9659,0.2588,0.5556,0.03,0.6949,0.4872
1.0,0.0,0.2588,0.9659,0.25,0.52,0.7458,0.2564
1.0,0.0,-0.9659,0.2588,0.6389,0.21,0.5424,0.359
0.866,-0.5,0.9659,0.2588,0.2778,0.07,0.6441,0.6667
1.0,0.0,0.7071,0.7071,0.1111,0.7,0.5763,0.1538
0.866,-0.5,0.7071,-0.7071,0.4722,0.16,0.7458,0.8205
0.866,-0.5,0.9659,-0.2588,0.3889,0.68,0.3051,0.4872
0.866,-0.5,-0.5,-0.866,0.8333,0.82,0.3729,0.1795
1.0,0.0,-0.9659,0.2588,0.5833,0.5,1.0,0.4359
1.0,0.0,0.866,0.5,0.2222,0.58,0.2203,0.6154
1.0,0.0,0.866,0.5,0.2222,0.64,0.2373,0.8974
1.0,0.0,-0.5,0.866,0.3056,0.28,0.2881,0.6154
0.866,-0.5,0.2588,-0.9659,0.7778,0.41,0.7288,0.1795
0.5,-0.866,0.866,0.5,0.2222,0.5,0.9492,0.6923
0.5,-0.866,-0.7071,-0.7071,0.8333,0.15,0.1695,0.7692
1.0,0.0,-0.866,0.5,0.4167,0.1,0.5254,0.7949
0.5,-0.866,-0.9659,-0.2588,0.8333,0.77,0.2881,0.641
1.0,0.0,-0.7071,0.7071,0.5,0.73,0.1017,0.1026
0.5,-0.866,0.0,1.0,0.2222,0.15,0.7797,0.2821
0.5,-0.866,-0.866,0.5,0.3889,0.82,0.6102,0.7692
1.0,0.0,0.9659,-0.2588,0.3611,0.28,0.2034,0.1538
1.0,0.0,-0.2588,-0.9659,0.8889,0.63,0.3051,0.0513
