2024-03-07	09:00	13	13	22	1027
2024-03-07	10:00	16	86	23	1028
2024-03-07	11:00	13	18	36	1015
2024-03-07	12:00	18	53	34	1004
2024-03-07	13:00	21	92	43	1023
2024-03-07	14:00	17	19	39	1029
2024-03-07	15:00	22	28	21	1000
2024-03-07	16:00	22	23	26	992
2024-03-07	17:00	16	81	34	995
2024-03-07	18:00	16	62	0	998
2024-03-07	19:00	14	73	34	995
2024-03-07	20:00	7	56	36	998
2024-03-07	21:00	5	7	46	1028
2024-03-07	22:00	6	89	13	1020
2024-03-07	23:00	4	61	2	1021
2024-03-08	00:00	2	28	0	1001
2024-03-08	01:00	3	73	4	997
2024-03-08	02:00	-4	16	25	997
2024-03-08	03:00	0	65	54	1017
2024-03-08	04:00	0	5	13	1009
2024-03-08	05:00	2	57	38	996
2024-03-08	06:00	1	68	26	1000
2024-03-08	07:00	6	27	8	1009
2024-03-08	08:00	13	61	14	1005
2024-03-08	09:00	10	40	14	993
2024-03-08	10:00	19	68	25	995
2024-03-08	11:00	21	81	41	1011
2024-03-08	12:00	20	89	59	1015
2024-03-08	13:00	23	83	12	992
2024-03-08	14:00	17	40	50	1003
2024-03-08	15:00	21	48	31	1000
2024-03-08	16:00	21	90	38	1007
2024-03-08	17:00	15	48	48	1001
2024-03-08	18:00	15	75	51	1012
2024-03-08	19:00	14	70	31	1001
2024-03-08	20:00	9	2	3	1002
2024-03-08	21:00	3	9	29	1014
2024-03-08	22:00	4	97	36	1008
2024-03-08	23:00	1	88	22	1025
2024-03-09	00:00	0	34	38	997
2024-03-09	01:00	-3	79	44	1018
2024-03-09	02:00	0	1	14	1021
2024-03-09	03:00	-1	23	42	1007
2024-03-09	04:00	2	73	28	995
2024-03-09	05:00	2	37	35	1007
2024-03-09	06:00	3	21	12	1008
2024-03-09	07:00	5	25	31	1011
2024-03-09	08:00	13	42	6	1026
2024-03-09	09:00	11	54	58	1021
2024-03-09	10:00	14	38	50	992
2024-03-09	11:00	20	90	21	1017
2024-03-09	12:00	17	28	27	999
2024-03-09	13:00	20	19	1	1024
2024-03-09	14:00	26	90	41	1018
2024-03-09	15:00	17	40	44	1004
2024-03-09	16:00	16	53	56	1022
2024-03-09	17:00	18	19	52	996
2024-03-09	18:00	14	18	5	1001
2024-03-09	19:00	14	83	27	1019
2024-03-09	20:00	10	98	27	1010
2024-03-09	21:00	2	65	43	1020
2024-03-09	22:00	4	29	43	1013
2024-03-09	23:00	2	52	19	1009
2024-03-10	00:00	0	33	29	1026
2024-03-10	01:00	0	21	10	993
2024-03-10	02:00	-4	66	57	1017
2024-03-10	03:00	0	5	54	1009
2024-03-10	04:00	-1	78	27	1013
2024-03-10	05:00	2	26	24	1021
2024-03-10	06:00	5	9	38	1025
2024-03-10	07:00	12	72	32	1023
2024-03-10	08:00	14	96	0	1025
2024-03-10	09:00	15	95	56	991
2024-03-10	10:00	15	47	26	1004
2024-03-10	11:00	22	69	56	1023
2024-03-10	12:00	20	58	51	1025
2024-03-10	13:00	24	99	12	995
2024-03-10	14:00	21	58	40	1028
2024-03-10	15:00	20	1	2	1001
2024-03-10	16:00	19	28	38	992
2024-03-10	17:00	19	67	5	1007
2024-03-10	18:00	17	64	7	1029
2024-03-10	19:00	15	82	26	1010
2024-03-10	20:00	7	25	8	1004
2024-03-10	21:00	7	88	36	1022
2024-03-10	22:00	1	9	32	1024
2024-03-10	23:00	-1	52	50	1015
2024-03-11	00:00	0	78	41	997
2024-03-11	01:00	-2	58	43	1025
2024-03-11	02:00	0	21	23	1019
2024-03-11	03:00	-1	50	14	1012
2024-03-11	04:00	-2	47	58	1003
2024-03-11	05:00	1	20	53	1003
2024-03-11	06:00	4	21	31	991
2024-03-11	07:00	11	99	31	1026
2024-03-11	08:00	13	97	23	994
2024-03-11	09:00	12	29	40	1027
2024-03-11	10:00	14	24	51	1003
2024-03-11	11:00	14	27	48	1028
2024-03-11	12:00	22	64	48	1014
2024-03-11	13:00	21	44	57	1009
2024-03-11	14:00	22	67	51	991
2024-03-11	15:00	18	6	11	1028
2024-03-11	16:00	20	48	38	995
2024-03-11	17:00	19	8	1	1006
2024-03-11	18:00	14	35	2	1014
2024-03-11	19:00	17	82	48	1017
2024-03-11	20:00	4	0	36	991
2024-03-11	21:00	6	9	48	1024
2024-03-11	22:00	5	35	55	1026
2024-03-11	23:00	1	72	16	994
2024-03-12	00:00	-1	45	58	990
2024-03-12	01:00	0	31	48	1029
2024-03-12	02:00	3	31	1	1001
2024-03-12	03:00	0	5	1	1025
2024-03-12	04:00	-1	47	27	1012
2024-03-12	05:00	0	37	53	1020
2024-03-12	06:00	0	16	22	1000
2024-03-12	07:00	11	73	36	999
2024-03-12	08:00	8	26	31	992
2024-03-12	09:00	13	53	32	1003
2024-03-12	10:00	19	49	0	1005
2024-03-12	11:00	17	34	18	999
2024-03-12	12:00	24	84	1	1018
2024-03-12	13:00	16	24	52	999
2024-03-12	14:00	21	27	43	1001
2024-03-12	15:00	19	14	25	1019
2024-03-12	16:00	17	3	31	990
2024-03-12	17:00	21	92	5	994
2024-03-12	18:00	14	72	31	1009
2024-03-12	19:00	11	26	54	997
2024-03-12	20:00	9	25	3	1001
2024-03-12	21:00	2	18	54	990
2024-03-12	22:00	3	91	10	1009
2024-03-12	23:00	0	16	55	1017
2024-03-13	00:00	-2	42	58	1026
2024-03-13	01:00	-5	40	16	1026
2024-03-13	02:00	0	41	37	1001
2024-03-13	03:00	-1	49	23	1026
2024-03-13	04:00	-3	83	4	1017
2024-03-13	05:00	4	39	51	1004
2024-03-13	06:00	5	38	33	995
2024-03-13	07:00	7	22	5	1009
2024-03-13	08:00	12	95	21	1003
2024-03-13	09:00	15	51	10	991
2024-03-13	10:00	15	46	47	998
2024-03-13	11:00	20	62	15	1026
2024-03-13	12:00	20	96	32	1009
2024-03-13	13:00	24	68	8	1015
2024-03-13	14:00	18	42	59	1018
2024-03-13	15:00	20	47	58	990
2024-03-13	16:00	18	33	5	1024
2024-03-13	17:00	23	39	15	995
2024-03-13	18:00	18	74	28	1026
2024-03-13	19:00	21	60	2	994
2024-03-13	20:00	10	49	19	1022
2024-03-13	21:00	3	66	59	1003
2024-03-13	22:00	3	61	58	1001
2024-03-13	23:00	2	57	35	1009
2024-03-14	00:00	1	32	18	1013
2024-03-14	01:00	0	74	25	1023
2024-03-14	02:00	1	15	2	1014
2024-03-14	03:00	-2	81	18	1018
2024-03-14	04:00	-1	93	19	1028
2024-03-14	05:00	0	47	31	1020
2024-03-14	06:00	4	9	6	1012
2024-03-14	07:00	8	81	51	1027
2024-03-14	08:00	7	37	40	1009
2024-03-14	09:00	13	18	32	1012
2024-03-14	10:00	15	35	39	1005
2024-03-14	11:00	18	58	38	997
2024-03-14	12:00	20	62	17	1010
2024-03-14	13:00	20	76	39	990
2024-03-14	14:00	20	45	0	997
2024-03-14	15:00	21	2	10	1018
2024-03-14	16:00	19	73	27	1021
2024-03-14	17:00	17	64	56	1027
2024-03-14	18:00	21	90	24	994
2024-03-14	19:00	9	7	49	1011
2024-03-14	20:00	10	50	22	1023
2024-03-14	21:00	7	80	30	990
2024-03-14	22:00	4	72	29	1015
2024-03-14	23:00	1	5	41	999
2024-03-15	00:00	0	88	34	1019
2024-03-15	01:00	0	38	6	1007
2024-03-15	02:00	-4	59	59	1006
2024-03-15	03:00	0	27	15	1015
2024-03-15	04:00	-1	96	25	997
2024-03-15	05:00	2	53	47	1029
2024-03-15	06:00	-1	36	56	1001
2024-03-15	07:00	6	8	51	1016
2024-03-15	08:00	11	81	59	997
2024-03-15	09:00	13	55	48	1014
2024-03-15	10:00	19	58	1	993
2024-03-15	11:00	20	84	0	1022
2024-03-15	12:00	16	1	47	990
2024-03-15	13:00	18	60	11	1008
2024-03-15	14:00	21	57	4	1020
2024-03-15	15:00	22	59	36	1005
2024-03-15	16:00	16	39	31	1003
2024-03-15	17:00	16	35	58	994
2024-03-15	18:00	12	36	54	1015
2024-03-15	19:00	15	78	8	1017
2024-03-15	20:00	6	91	40	991
2024-03-15	21:00	3	17	34	995
2024-03-15	22:00	4	97	18	998
2024-03-15	23:00	0	62	47	1022
2024-03-16	00:00	1	21	15	1014
2024-03-16	01:00	1	10	2	1002
2024-03-16	02:00	1	57	19	998
2024-03-16	03:00	0	56	23	1002
2024-03-16	04:00	1	76	53	1020
2024-03-16	05:00	-1	3	55	1000
2024-03-16	06:00	5	85	32	993
2024-03-16	07:00	7	6	23	1023
2024-03-16	08:00	10	60	51	1027
2024-03-16	09:00	15	53	10	993
2024-03-16	10:00	15	87	48	1027
2024-03-16	11:00	17	67	7	1008
2024-03-16	12:00	24	91	35	995
2024-03-16	13:00	21	78	37	1023
2024-03-16	14:00	17	0	39	1007
2024-03-16	15:00	19	54	19	1002
2024-03-16	16:00	14	2	34	1012
2024-03-16	17:00	18	77	47	1008
2024-03-16	18:00	14	37	24	1000
2024-03-16	19:00	10	0	34	990
2024-03-16	20:00	8	37	24	1013
2024-03-16	21:00	10	84	28	996
2024-03-16	22:00	3	28	17	1014
2024-03-16	23:00	3	4	45	1010
2024-03-17	00:00	3	73	17	1004
2024-03-17	01:00	1	91	1	990
2024-03-17	02:00	-3	20	53	1001
2024-03-17	03:00	-4	70	34	996
2024-03-17	04:00	1	66	15	1004
2024-03-17	05:00	2	46	40	1010
2024-03-17	06:00	6	83	35	1008
2024-03-17	07:00	8	82	32	1018
2024-03-17	08:00	11	34	3	1014
2024-03-17	09:00	12	67	32	1022
2024-03-17	10:00	16	68	13	1021
2024-03-17	11:00	17	0	20	1024
2024-03-17	12:00	18	67	47	1027
2024-03-17	13:00	17	11	19	1015
2024-03-17	14:00	21	59	55	1000
2024-03-17	15:00	21	26	7	1024
2024-03-17	16:00	21	55	6	997
2024-03-17	17:00	16	22	2	1003
2024-03-17	18:00	17	24	16	999
2024-03-17	19:00	12	20	32	991
2024-03-17	20:00	12	60	47	998
2024-03-17	21:00	7	62	11	992
2024-03-17	22:00	-2	51	58	1010
2024-03-17	23:00	-4	87	50	1015
2024-03-18	00:00	1	24	21	997
2024-03-18	01:00	0	54	54	991
2024-03-18	02:00	-2	45	21	995
2024-03-18	03:00	2	31	45	1017
2024-03-18	04:00	3	54	29	1018
2024-03-18	05:00	1	95	37	1015
2024-03-18	06:00	4	4	37	1014
2024-03-18	07:00	8	35	44	1001
2024-03-18	08:00	13	48	50	994
2024-03-18	09:00	14	57	53	1023
2024-03-18	10:00	16	38	7	1026
2024-03-18	11:00	21	79	26	1004
2024-03-18	12:00	23	96	26	1025
2024-03-18	13:00	24	84	33	1004
2024-03-18	14:00	18	60	20	1012
2024-03-18	15:00	19	8	29	995
2024-03-18	16:00	18	5	32	1010
2024-03-18	17:00	17	34	27	1012
2024-03-18	18:00	16	38	46	1005
2024-03-18	19:00	15	21	32	1004
2024-03-18	20:00	10	40	4	1014
2024-03-18	21:00	5	4	59	1025
2024-03-18	22:00	5	41	47	1000
2024-03-18	23:00	2	86	18	1004
2024-03-19	00:00	0	80	3	993
2024-03-19	01:00	0	75	34	1010
2024-03-19	02:00	-6	86	48	1002
2024-03-19	03:00	-5	79	16	1011
2024-03-19	04:00	0	66	43	1008
2024-03-19	05:00	-3	29	27	1023
2024-03-19	06:00	0	56	29	1003
2024-03-19	07:00	9	85	28	993
2024-03-19	08:00	9	72	45	1016
2024-03-19	09:00	11	28	52	1018
2024-03-19	10:00	18	36	5	1017
2024-03-19	11:00	20	86	34	1024
2024-03-19	12:00	14	12	59	997
2024-03-19	13:00	21	31	40	1005
2024-03-19	14:00	17	45	36	1025
2024-03-19	15:00	20	22	23	1019
2024-03-19	16:00	16	44	28	1007
2024-03-19	17:00	15	16	48	991
2024-03-19	18:00	16	84	45	1002
2024-03-19	19:00	15	65	52	993
2024-03-19	20:00	9	100	30	1015
2024-03-19	21:00	4	5	34	1014
2024-03-19	22:00	0	17	59	1019
2024-03-19	23:00	0	93	32	1000
2024-03-20	00:00	2	21	51	996
2024-03-20	01:00	2	32	20	1020
2024-03-20	02:00	-3	29	31	999
2024-03-20	03:00	0	80	22	1028
2024-03-20	04:00	-3	31	32	1002
2024-03-20	05:00	1	41	2	1020
2024-03-20	06:00	2	77	17	996
2024-03-20	07:00	8	9	24	1025
2024-03-20	08:00	7	35	41	1009
2024-03-20	09:00	13	33	30	993
2024-03-20	10:00	15	72	53	996
2024-03-20	11:00	15	27	57	990
2024-03-20	12:00	22	10	2	1002
2024-03-20	13:00	25	77	39	1011
2024-03-20	14:00	19	38	45	1010
2024-03-20	15:00	20	46	23	1011
2024-03-20	16:00	14	18	49	1017
2024-03-20	17:00	16	14	31	998
2024-03-20	18:00	17	27	46	1015
2024-03-20	19:00	12	23	21	998
2024-03-20	20:00	10	71	22	1004
2024-03-20	21:00	4	8	1	999
2024-03-20	22:00	2	46	26	1013
2024-03-20	23:00	1	32	41	997
2024-03-21	00:00	1	61	1	1013
2024-03-21	01:00	0	96	25	1005
2024-03-21	02:00	-2	18	16	1015
2024-03-21	03:00	-5	66	39	1016
2024-03-21	04:00	1	73	32	1026
2024-03-21	05:00	0	39	8	993
2024-03-21	06:00	3	46	42	1013
2024-03-21	07:00	8	64	53	1008
2024-03-21	08:00	5	28	47	1025
2024-03-21	09:00	15	49	38	1028
2024-03-21	10:00	17	97	28	999
2024-03-21	11:00	15	12	41	1014
2024-03-21	12:00	15	0	54	1007
2024-03-21	13:00	23	33	25	1008
2024-03-21	14:00	25	92	34	1025
2024-03-21	15:00	15	47	49	999
2024-03-21	16:00	25	76	24	1022
2024-03-21	17:00	16	47	23	994
2024-03-21	18:00	21	48	12	1024
2024-03-21	19:00	12	63	59	1023
2024-03-21	20:00	6	60	57	1022
2024-03-21	21:00	6	28	6	1010
2024-03-21	22:00	1	38	56	1006
2024-03-21	23:00	6	87	35	1011
2024-03-22	00:00	-1	25	44	1026
2024-03-22	01:00	-1	16	19	1004
2024-03-22	02:00	0	70	0	1024
2024-03-22	03:00	-1	12	7	1017
2024-03-22	04:00	2	68	45	996
2024-03-22	05:00	0	25	15	1021
2024-03-22	06:00	3	48	13	1000
2024-03-22	07:00	12	66	11	999
2024-03-22	08:00	7	6	50	998
2024-03-22	09:00	15	57	22	1003
2024-03-22	10:00	19	48	14	1002
2024-03-22	11:00	20	52	27	1014
2024-03-22	12:00	20	64	33	991
2024-03-22	13:00	26	61	1	1024
2024-03-22	14:00	17	16	31	996
2024-03-22	15:00	20	42	22	1010
2024-03-22	16:00	18	24	21	1007
2024-03-22	17:00	14	2	50	992
2024-03-22	18:00	15	78	24	1028
2024-03-22	19:00	7	28	57	1000
2024-03-22	20:00	9	31	21	1028
2024-03-22	21:00	3	25	57	1013
2024-03-22	22:00	5	15	57	1008
2024-03-22	23:00	1	24	21	993
2024-03-23	00:00	-1	53	48	1015
2024-03-23	01:00	0	27	51	1027
2024-03-23	02:00	-1	72	41	1021
2024-03-23	03:00	0	55	5	1028
2024-03-23	04:00	0	64	14	1025
2024-03-23	05:00	7	92	53	1029
2024-03-23	06:00	3	85	42	1026
2024-03-23	07:00	10	79	59	1022
2024-03-23	08:00	8	40	36	1025
2024-03-23	09:00	12	50	32	992
2024-03-23	10:00	22	70	7	998
2024-03-23	11:00	21	77	52	997
2024-03-23	12:00	18	28	59	1022
2024-03-23	13:00	20	82	43	995
2024-03-23	14:00	18	18	43	1028
2024-03-23	15:00	21	65	4	993
2024-03-23	16:00	16	40	38	1002
2024-03-23	17:00	20	44	3	991
2024-03-23	18:00	16	14	5	994
2024-03-23	19:00	11	2	44	1016
2024-03-23	20:00	7	10	31	1021
2024-03-23	21:00	5	52	51	1010
2024-03-23	22:00	2	45	29	997
2024-03-23	23:00	0	29	46	1027
2024-03-24	00:00	2	56	34	997
2024-03-24	01:00	-2	17	54	992
2024-03-24	02:00	0	50	39	992
2024-03-24	03:00	0	47	51	1011
2024-03-24	04:00	0	65	15	995
2024-03-24	05:00	2	95	12	991
2024-03-24	06:00	0	7	49	1012
2024-03-24	07:00	3	21	59	991
2024-03-24	08:00	6	5	41	1027
2024-03-24	09:00	16	75	29	1006
2024-03-24	10:00	17	56	18	1024
2024-03-24	11:00	16	35	16	1023
2024-03-24	12:00	20	78	55	1012
2024-03-24	13:00	24	91	18	1019
2024-03-24	14:00	20	56	27	997
2024-03-24	15:00	19	48	57	1011
2024-03-24	16:00	19	44	54	1025
2024-03-24	17:00	18	81	25	994
2024-03-24	18:00	17	65	36	1002
2024-03-24	19:00	15	76	25	1018
2024-03-24	20:00	5	44	52	1020
2024-03-24	21:00	6	78	22	1005
2024-03-24	22:00	5	19	8	1019
2024-03-24	23:00	1	63	11	1005
2024-03-25	00:00	-2	92	52	1001
2024-03-25	01:00	-1	92	0	1006
2024-03-25	02:00	-3	66	57	1005
2024-03-25	03:00	-2	82	57	1001
2024-03-25	04:00	0	2	0	997
2024-03-25	05:00	-2	53	46	1009
2024-03-25	06:00	1	77	33	992
2024-03-25	07:00	8	63	31	1005
2024-03-25	08:00	10	39	53	1019
2024-03-25	09:00	14	58	47	1012
2024-03-25	10:00	18	54	24	1017
2024-03-25	11:00	16	61	39	1029
2024-03-25	12:00	16	3	44	994
2024-03-25	13:00	15	59	52	1009
2024-03-25	14:00	24	74	0	1029
2024-03-25	15:00	24	94	15	990
2024-03-25	16:00	20	95	38	1019
2024-03-25	17:00	21	90	4	1010
2024-03-25	18:00	12	29	21	1009
2024-03-25	19:00	9	1	28	995
2024-03-25	20:00	8	61	54	1011
2024-03-25	21:00	8	48	2	1007
2024-03-25	22:00	3	8	11	997
2024-03-25	23:00	3	91	25	1028
2024-03-26	00:00	0	30	15	1021
2024-03-26	01:00	-3	97	50	1022
2024-03-26	02:00	-2	60	36	1005
2024-03-26	03:00	-1	78	21	1001
2024-03-26	04:00	-3	47	56	1027
2024-03-26	05:00	4	24	28	1023
2024-03-26	06:00	3	35	13	1003
2024-03-26	07:00	4	7	27	1025
2024-03-26	08:00	10	72	4	1022
2024-03-26	09:00	7	57	46	1012
2024-03-26	10:00	19	100	48	991
2024-03-26	11:00	19	44	29	1010
2024-03-26	12:00	21	61	45	991
2024-03-26	13:00	18	38	51	1016
2024-03-26	14:00	23	95	4	998
2024-03-26	15:00	20	57	11	990
2024-03-26	16:00	21	80	15	1000
2024-03-26	17:00	22	98	25	992
2024-03-26	18:00	18	100	25	1012
2024-03-26	19:00	15	82	47	1015
2024-03-26	20:00	8	63	20	993
2024-03-26	21:00	8	43	38	1007
2024-03-26	22:00	0	28	35	995
2024-03-26	23:00	-1	58	32	1024
2024-03-27	00:00	0	70	29	1011
2024-03-27	01:00	2	91	36	1004
2024-03-27	02:00	-1	8	22	1011
2024-03-27	03:00	-4	91	57	1026
2024-03-27	04:00	2	5	9	1001
2024-03-27	05:00	0	28	53	1027
2024-03-27	06:00	7	57	4	1007
2024-03-27	07:00	3	16	35	1024
2024-03-27	08:00	11	15	33	1019
2024-03-27	09:00	11	86	51	1013
2024-03-27	10:00	17	94	30	1019
2024-03-27	11:00	17	2	9	1003
2024-03-27	12:00	17	20	57	995
2024-03-27	13:00	24	63	18	992
2024-03-27	14:00	17	89	57	1005
2024-03-27	15:00	20	35	31	996
2024-03-27	16:00	26	100	0	1003
2024-03-27	17:00	18	85	55	998
2024-03-27	18:00	15	61	4	1004
2024-03-27	19:00	14	41	44	1010
2024-03-27	20:00	8	75	3	1024
2024-03-27	21:00	5	41	15	991
2024-03-27	22:00	1	60	23	1016
2024-03-27	23:00	1	12	15	991
2024-03-28	00:00	0	10	54	1024
2024-03-28	01:00	-2	53	1	1007
2024-03-28	02:00	-4	15	48	1003
2024-03-28	03:00	-2	7	27	1009
2024-03-28	04:00	-2	58	31	1007
2024-03-28	05:00	1	56	26	999
2024-03-28	06:00	4	39	19	1014
2024-03-28	07:00	9	58	23	991
2024-03-28	08:00	9	1	11	1014
2024-03-28	09:00	18	93	49	1022
2024-03-28	10:00	18	93	34	1025
2024-03-28	11:00	19	75	59	1020
2024-03-28	12:00	16	9	32	1003
2024-03-28	13:00	22	43	32	990
2024-03-28	14:00	17	10	50	1005
2024-03-28	15:00	22	78	42	992
2024-03-28	16:00	18	79	36	1024
2024-03-28	17:00	20	80	11	995
2024-03-28	18:00	17	89	2	1014
2024-03-28	19:00	14	1	0	1002
2024-03-28	20:00	10	49	32	1023
2024-03-28	21:00	4	11	39	997
2024-03-28	22:00	8	89	9	1010
2024-03-28	23:00	0	22	42	1023
2024-03-29	00:00	-4	17	43	993
2024-03-29	01:00	-2	61	28	1014
2024-03-29	02:00	-2	95	12	1004
2024-03-29	03:00	0	61	11	993
2024-03-29	04:00	-2	37	30	1001
2024-03-29	05:00	0	66	45	1021
2024-03-29	06:00	5	37	1	1021
2024-03-29	07:00	8	66	50	1017
2024-03-29	08:00	12	93	49	1002
2024-03-29	09:00	14	60	34	1020
2024-03-29	10:00	13	0	22	1003
2024-03-29	11:00	17	93	16	1009
2024-03-29	12:00	18	44	25	1007
2024-03-29	13:00	24	95	7	1018
2024-03-29	14:00	19	27	28	995
2024-03-29	15:00	20	20	25	1021
2024-03-29	16:00	17	12	9	1018
2024-03-29	17:00	19	26	25	991
2024-03-29	18:00	13	99	33	1012
2024-03-29	19:00	10	6	50	1008
2024-03-29	20:00	10	21	40	1020
2024-03-29	21:00	10	73	6	994
2024-03-29	22:00	4	52	3	1008
2024-03-29	23:00	-2	78	57	1023
2024-03-30	00:00	1	78	52	999
2024-03-30	01:00	-2	3	49	1014
2024-03-30	02:00	-2	95	44	991
2024-03-30	03:00	-1	22	10	1000
2024-03-30	04:00	-2	69	28	1020
2024-03-30	05:00	1	87	55	1004
2024-03-30	06:00	4	83	35	998
2024-03-30	07:00	11	100	24	1012
